patient_id,national_id,first_name,last_name,date_of_birth,gender,phone,address,blood_type,allergies,chronic_diseases,emergency_contact_name,emergency_contact_phone,registration_date,is_active
4565,28110110345292,Mina,Saad,1981-10-11,Male,0121923242,"2748 El Shohada Sq., Mit Ghamr, Dakahlia",AB-,Penicillin allergy,Thyroid disorders,Malek Mahmoud,0125007321,2024-11-16 07:56:53,1
4566,25209034104379,Tamer,Sarhan,1952-09-03,Male,0152145833,"938 El Nasr Rd., 6th of October, Beni Suef",B+,Latex allergy,Heart disease,Gamal Fahmy,0120254127,2024-06-24 01:41:08,0
4567,30601276699629,Salma,Sarhan,2006-01-27,Female,0125943804,"1026 Airport Sq., Al Arab District, Port Said",A+,Seafood allergy,,Laila Sobhy,0103158503,2024-10-01 23:26:02,0
4568,26302101583161,Aya,Abdelaziz,1963-02-10,Female,0103602029,"2317 El Gomhouria Ave., Boulaq El Dakrour, Sohag",O-,,Chronic kidney disease,Dina Zaker,0122955411,2025-08-02 06:10:15,1
4569,30111115725197,Ahmed,Ali,2001-11-11,Male,0107887087,"9309 El Mostaqbal Rd., Sharm El Sheikh, Kafr El Sheikh",AB-,Seafood allergy,Epilepsy,Yara El-Qurashi,0120249513,2023-12-30 13:59:07,1
4570,26906196573504,Yasmine,Abdelfattah,1969-06-19,Female,0114167512,"49684 El Orouba Rd., Khanka, Qalyubia",A-,Penicillin allergy,Heart disease,Sondos Hegazy,0121169330,2025-01-06 11:31:56,0
4571,28211157029633,Medhat,Sobhy,1982-11-15,Male,0123309170,"415 El Horreya Ave., Kom Hamada, Beheira",A+,,,Mohanad Hegazy,0123005640,2024-06-07 14:32:38,1
4572,27005043851592,Yassin,Mohsen,1970-05-04,Male,0102069638,"8491 Misr Ave., Kom Hamada, Asyut",B+,,Hypertension,Adham Ramadan,0120140808,2024-08-04 10:08:02,0
4573,27104275290256,Ziad,Nassar,1971-04-27,Male,0104934603,"476 Ramses Sq., New Cairo, Matrouh",AB+,Penicillin allergy,,Bilal Saad,0112280272,2025-09-24 19:02:51,0
4574,26106226982501,Reem,Sarhan,1961-06-22,Female,0158427696,"89192 El Mahatta Sq., Quseir, Red Sea",A-,Peanut allergy,Heart disease,Adel El-Qurashi,0105745100,2025-09-17 04:40:23,0
4575,29307032556135,Adel,El-Sherbiny,1993-07-03,Male,0125430517,"124 El Salam Sq., Dahab, Sohag",AB-,Seafood allergy,,Hoda Abdelhamid,0112654556,2024-02-02 22:37:48,1
4576,25908044083655,Saleh,Mohsen,1959-08-04,Male,0103240095,"09738 26th of July St., Tanta, Gharbia",B-,,,Rawan Hussein,0118908624,2024-11-21 23:21:50,1
4577,29101284938077,Haitham,Shehata,1991-01-28,Male,0154829002,"74877 Salah Salem Lane, Abbassia, Cairo",B-,Pollen allergy,Arthritis,Mazen Saad,0124407971,2025-07-03 09:46:06,0
4578,30206157474896,Youssef,El-Khouly,2002-06-15,Male,0110115769,"86011 Ramses St., Fayed, Ismailia",O+,Seafood allergy,,Safaa Ghamrawy,0114095552,2025-03-25 03:51:28,0
4579,28209064312927,Nour,El-Masry,1982-09-06,Female,0154779758,"782 El Shohada Sq., Itay El Barud, Luxor",B+,,,Ziad Helmy,0117863299,2024-05-14 07:31:12,1
4580,25409226023595,Abdullah,El-Sakka,1954-09-22,Male,0158130123,"3138 El Salam St., Damanhour, Luxor",O-,Penicillin allergy,Viral hepatitis,Safaa Shawky,0117181258,2024-07-09 10:12:01,1
4581,25002218429619,Haitham,El-Ansari,1950-02-21,Male,0116376569,"03020 El Galaa Lane, Samannoud, Qena",AB-,Latex allergy,,Abdelaziz Wahba,0123208981,2024-05-04 11:59:20,0
4582,30105074513440,Mona,Zayed,2001-05-07,Female,0126616604,"36614 El Haram Ave., New Cairo, Cairo",A+,,,Ehab Ghamrawy,0127506471,2025-07-30 00:47:39,0
4583,26206301326627,Laila,Zayed,1962-06-30,Female,0128641594,"66260 El Orouba Rd., Agouza, New Valley",O-,Aspirin allergy,,Amr El-Iskandarany,0126140113,2024-08-23 21:36:05,0
4584,25610184641368,Sarah,El-Shennawy,1956-10-18,Female,0126121792,"81224 El Geish Sq., Qalyub, Qalyubia",B-,,,Medhat Wahba,0154377497,2025-03-25 17:02:33,1
4585,29611227221725,Yasmine,Mahmoud,1996-11-22,Female,0103110989,"217 El Mostaqbal Rd., El Marg, Minya",A-,Peanut allergy,Arthritis,Selim El-Shennawy,0129308793,2024-12-14 20:29:35,0
4586,30501182069444,Sidra,Saber,2005-01-18,Female,0102286789,"482 Misr Ave., Marsa Matrouh, Damietta",O-,Penicillin allergy,,Sidra Hegazy,0122940184,2024-05-14 04:24:58,0
4587,24807118175038,Aws,El-Saeedi,1948-07-11,Male,0118160957,"6369 El Geish Ave., Faisal District, Luxor",O-,,Hypertension,Iman Ghoneim,0105990864,2024-10-28 19:40:32,0
4588,28912014161027,Shahd,Farag,1989-12-01,Female,0116234794,"8472 El Horreya Ave., Nuweiba, South Sinai",B+,Dust allergy,,Gamal Gad,0155739247,2024-07-12 11:52:59,0
4589,29907255543517,Amr,El-Iskandarany,1999-07-25,Male,0157208380,"832 Misr Ave., Ismailia City, Ismailia",B+,Dust allergy,Epilepsy,Salma Shehata,0119533612,2025-01-24 16:05:26,0
4590,25802123324128,Reem,Shalaby,1958-02-12,Female,0102964974,"725 El Horreya Lane, Hurghada, Qena",O-,Seafood allergy,,Noha Hegazy,0105734175,2025-11-01 12:44:31,0
4591,29810232408249,Yasmine,Nassar,1998-10-23,Female,0129522326,"9626 Misr Sq., Khanka, Qalyubia",AB-,Penicillin allergy,,Layan Afifi,0101745479,2025-09-29 18:55:28,0
4592,26012298765962,Hoda,Shalaby,1960-12-29,Female,0151060071,"43883 El Nasr St., Sayeda Zeinab, Minya",B-,Seafood allergy,Arthritis,Gehad Shehata,0150467276,2024-01-18 16:21:32,1
4593,27710125900412,Yassin,Osman,1977-10-12,Male,0114101556,"3794 El Shohada St., Fayed, Ismailia",AB-,Dust allergy,,Aws Bakr,0119646314,2024-10-18 18:13:10,0
4594,29506028395114,Medhat,Mohsen,1995-06-02,Male,0129120633,"17489 Airport Rd., Al Sharq District, Port Said",A+,,,Yassin Abdelhamid,0121161034,2024-04-09 23:02:39,1
4595,30708042417423,Alaa,Hassanin,2007-08-04,Female,0129663237,"78790 26th of July St., Ain Shams, Faiyum",A+,Peanut allergy,Arthritis,Rahma Metwally,0122873556,2023-12-20 20:52:17,1
4596,28509033436039,Fares,Helmy,1985-09-03,Male,0109581572,"6212 El Shohada Lane, Kafr El Zayat, Gharbia",AB+,Antibiotic allergy,Chronic kidney disease,Aws Sobhy,0124874259,2024-04-15 20:00:56,0
4597,27301303089763,Yasmine,Saad,1973-01-30,Female,0128074770,"939 El Gomhouria St., Mit Ghamr, Dakahlia",AB-,,Chronic kidney disease,Raed Salem,0124341862,2025-02-20 10:16:07,1
4598,27009223674259,Ziad,Shawky,1970-09-22,Male,0119151443,"2677 El Mahatta St., Ain Shams, Minya",AB+,Peanut allergy,Viral hepatitis,Haitham Morsi,0104630476,2024-05-07 14:27:02,0
4599,28404226746603,Alaa,Fahmy,1984-04-22,Female,0125402223,"3188 El Haram St., Nuweiba, South Sinai",A-,Penicillin allergy,Heart disease,Janna Wahba,0104549829,2025-07-27 13:36:36,0
4600,25911231580008,Saga,Zaker,1959-11-23,Female,0154746758,"34446 El Horreya Ave., Marsa Alam, Red Sea",O-,Aspirin allergy,Thyroid disorders,Malak Helmy,0157264454,2024-06-19 18:36:35,0
4601,25910206919993,Malek,Abdullah,1959-10-20,Male,0118118204,"82437 El Galaa St., Talkha, Dakahlia",AB-,Penicillin allergy,Asthma,Donia Salama,0153906279,2025-09-28 22:52:16,0
4602,28110263992299,Gamal,Farag,1981-10-26,Male,0104839830,"22391 El Mostaqbal Sq., Al Zohour District, Port Said",A-,Pollen allergy,,Noha El-Ghazaly,0119098916,2024-07-24 01:42:33,1
4603,29805247074938,Laith,Abdullah,1998-05-24,Male,0123593487,"317 El Tahrir Ave., Qantara Gharb, Ismailia",AB-,Pollen allergy,Viral hepatitis,Ashraf El-Iskandarany,0111127426,2025-01-27 01:53:46,0
4604,24604036732512,Seif,El-Masry,1946-04-03,Male,0129564114,"7336 El Tahrir Rd., Montaza, Damietta",B+,Latex allergy,Epilepsy,Safaa Saad,0120710555,2025-08-24 04:29:14,0
4605,29606106752818,Omar,Nassar,1996-06-10,Male,0117267988,"7500 El Zohour Ave., Al Rehab, Asyut",A-,Seafood allergy,,Mohanad El-Aswany,0111543796,2024-07-01 11:57:51,0
4606,25006182668761,Ghada,El-Saeedi,1950-06-18,Female,0128852188,"133 El Mostaqbal Lane, Quweisna, Monufia",O+,Aspirin allergy,,Hoda Mokhtar,0158639721,2024-01-17 00:52:57,1
4607,28802237754279,Hussein,Hassanin,1988-02-23,Male,0112602797,"40452 El Mahatta Lane, Minya El Qamh, Beni Suef",AB+,Dust allergy,,Hamza El-Shennawy,0126679284,2025-10-16 16:57:19,0
4608,25001098858084,Alaa,Hassanin,1950-01-09,Female,0159918721,"661 El Mahatta Rd., Tanta, Gharbia",A-,Latex allergy,Chronic kidney disease,Yasser Saad,0127688884,2025-09-03 00:30:00,1
4609,26701317903472,Raed,El-Aswany,1967-01-31,Male,0129264937,"004 El Nasr Rd., Belqas, Dakahlia",O-,Antibiotic allergy,,Salem Amin,0105208641,2025-01-13 22:35:38,0
4610,29603177753125,Saga,El-Saeedi,1996-03-17,Female,0106500392,"61151 El Haram Rd., Shebin El Kom, Monufia",AB+,Dust allergy,Heart disease,Amr El-Araby,0111705920,2024-05-21 04:03:12,1
4611,29908253357314,Amr,El-Sakka,1999-08-25,Male,0106895357,"40707 El Gomhouria Sq., Kom Hamada, Minya",O+,,Epilepsy,Sarah El-Sherif,0117071623,2025-07-26 08:47:19,1
4612,24902095444167,Dina,Metwally,1949-02-09,Female,0105170664,"237 El Wahda Ave., Kafr El Zayat, Gharbia",O-,Latex allergy,Asthma,Saeed El-Sherbiny,0150154768,2024-11-29 12:09:14,0
4613,29202288535958,Sherif,Ghamrawy,1992-02-28,Male,0100854664,"100 Salah Salem Rd., Arbaeen District, Sohag",A+,Pollen allergy,Heart disease,Mazen El-Saeedi,0104506787,2024-05-27 20:13:33,0
4614,30606076444275,Hassan,Mahmoud,2006-06-07,Male,0151620992,"4133 El Zohour Rd., Smouha, Asyut",O+,Aspirin allergy,Asthma,Nariman Salem,0107322132,2025-04-18 09:34:05,1
4615,28908152190385,Reem,Hegazy,1989-08-15,Female,0119952071,"77468 El Tahrir Sq., Qantara Gharb, New Valley",AB-,Peanut allergy,Diabetes mellitus,Haitham Kamel,0107357631,2024-06-25 01:04:28,1
4616,30303215015814,Ashraf,El-Ansari,2003-03-21,Male,0154009000,"9985 El Wahda Lane, Itay El Barud, Beheira",A+,Aspirin allergy,Epilepsy,Mahmoud Ghoneim,0128605995,2024-05-12 15:50:12,0
4617,28310234369066,Heba,Abdelsalam,1983-10-23,Female,0109094723,"50417 El Galaa Lane, Ain Shams, Luxor",AB-,Seafood allergy,Thyroid disorders,Malek El-Qurashi,0120786356,2024-11-27 06:08:48,1
4618,27105233323818,Islam,Morsi,1971-05-23,Male,0116585683,"5937 El Haram Ave., El Marg, Cairo",B+,Penicillin allergy,Viral hepatitis,Gamal Saber,0150290781,2025-05-26 21:45:11,1
4619,25408213277705,Samar,Shawky,1954-08-21,Female,0106384715,"8833 Misr Rd., Rashid, Beheira",AB-,Aspirin allergy,,Heba El-Qahery,0111199168,2024-08-18 22:27:33,0
4620,27102262730585,Iman,Hassanin,1971-02-26,Female,0156204029,"00110 El Gomhouria Rd., Itay El Barud, Beheira",AB+,,Arthritis,Rawan El-Ansari,0127564288,2025-08-18 10:20:56,1
4621,25308184754924,Fatma,El-Ghazaly,1953-08-18,Female,0117749038,"5577 El Shohada Rd., Samannoud, Gharbia",AB+,,Asthma,Hussein El-Hashemy,0151977405,2025-06-18 23:07:14,0
4622,28007052800550,Aws,Zaker,1980-07-05,Male,0126581755,"902 Airport Rd., Suez District, Suez",AB+,,Arthritis,Abdelaziz El-Shennawy,0110431391,2025-11-09 16:36:01,1
4623,29004126409336,Yasser,El-Araby,1990-04-12,Male,0129868868,"60391 El Horreya St., Mit Ghamr, Faiyum",B-,Antibiotic allergy,Thyroid disorders,Jouri Sobhy,0102084895,2025-09-20 14:17:39,0
4624,27803041536164,Rawan,El-Alawy,1978-03-04,Female,0156017529,"39679 El Gomhouria Ave., Shubra El Kheima, Qalyubia",O-,Dust allergy,Chronic kidney disease,Gehad Saad,0112595697,2025-02-01 10:59:50,1
4625,28812280801944,Jouri,Abdelaziz,1988-12-28,Female,0157927869,"4461 Airport Rd., Sayeda Zeinab, Luxor",AB-,,Heart disease,Basmala El-Masry,0116532155,2024-02-04 10:09:11,1
4626,30610173562428,Hana,Zaker,2006-10-17,Female,0116582027,"0566 El Nile Sq., Sidi Gaber, New Valley",O+,Seafood allergy,Chronic kidney disease,Yasser Helmy,0114308207,2024-12-15 16:24:03,0
4627,27312307253464,Maryam,Salama,1973-12-30,Female,0121995197,"6366 El Nile Rd., Mokattam, Matrouh",B+,Dust allergy,Epilepsy,Heba El-Sherbiny,0150198779,2024-10-03 05:59:56,0
4628,27803227370114,Khaled,Hussein,1978-03-22,Male,0152341063,"9936 El Wahda Sq., Helwan, Cairo",B-,Dust allergy,,Hala Sobhy,0106950543,2024-06-14 19:14:54,1
4629,27801210526116,Abdelrahim,El-Sherif,1978-01-21,Male,0120112648,"608 26th of July Rd., Quweisna, Monufia",AB+,,,Samar Ramadan,0153638792,2024-02-05 06:25:01,1
4630,27007144661778,Fares,El-Sakka,1970-07-14,Male,0128092508,"35820 El Wahda Ave., Menouf, Matrouh",A+,,,Aline El-Qurashi,0154919092,2024-05-24 16:59:59,0
4631,25105254882566,Noha,Hassanin,1951-05-25,Female,0117433011,"039 El Galaa Ave., Zifta, Aswan",O-,,,Alaa El-Ghazaly,0111277201,2025-07-07 08:56:41,0
4632,28508162496376,Zaid,Ghamrawy,1985-08-16,Male,0113450145,"25638 El Geish Ave., El Mahalla El Kubra, Minya",O-,Pollen allergy,Asthma,Nour El-Din Ramadan,0102704283,2024-04-16 00:05:09,0
4633,26301073852612,Ramy,Hassanin,1963-01-07,Male,0117348977,"31323 El Shohada Sq., Fayed, Kafr El Sheikh",A+,Penicillin allergy,Thyroid disorders,Yasser El-Saeedi,0109884042,2025-10-10 18:07:13,1
4634,24703144410569,Shahd,El-Araby,1947-03-14,Female,0109816279,"6040 El Nile Ave., Agouza, Giza",B-,Pollen allergy,Chronic kidney disease,Layan El-Sherif,0114070957,2023-12-19 19:13:28,1
4635,30106156991612,Ziad,Shalaby,2001-06-15,Male,0119636757,"102 Salah Salem Lane, Montaza, Kafr El Sheikh",AB+,Latex allergy,Hypertension,Lobna Amin,0100618128,2023-12-09 17:12:55,1
4636,25507124313440,Rasha,Afifi,1955-07-12,Female,0112059510,"8821 Ramses Rd., Khanka, Qalyubia",A+,,Hypertension,Hanan El-Khouly,0127860959,2024-04-20 10:12:46,0
4637,28208128757438,Tarek,Gad,1982-08-12,Male,0150505631,"43167 El Tahrir Ave., Aswan City, New Valley",A+,,,Habiba Sobhy,0152646631,2024-06-25 15:13:51,0
4638,24809215449200,Mona,Bakr,1948-09-21,Female,0119586000,"40572 El Mostaqbal St., Attaka, Suez",B+,Peanut allergy,Asthma,Alaa Saad,0127495616,2024-12-30 17:30:19,1
4639,28106021402606,Maryam,El-Qurashi,1981-06-02,Female,0127316705,"17733 Airport Ave., Faqous, Sharqia",O+,,,Youssef El-Aswany,0151746622,2024-04-13 13:13:23,1
4640,30607264950815,Mostafa,El-Iskandarany,2006-07-26,Male,0152555065,"72687 El Gomhouria Lane, Sadat City, New Valley",AB+,,Hypertension,Salem El-Shennawy,0129351628,2025-07-28 21:29:22,0
4641,26107211834287,Raghad,Abo El-Naga,1961-07-21,Female,0159288620,"1072 El Nile Sq., Fayed, Ismailia",AB+,Peanut allergy,,Saeed El-Sherbiny,0109245011,2025-06-21 20:26:29,0
4642,30212045277997,Sherif,Abdelaziz,2002-12-04,Male,0105608973,"6613 El Gomhouria St., Benha, Qalyubia",B-,Penicillin allergy,Epilepsy,Donia Salem,0106173423,2025-02-03 05:42:57,1
4643,29412293944056,Karim,El-Sakka,1994-12-29,Male,0128540748,"6933 El Shohada Sq., Boulaq El Dakrour, Giza",B+,,Viral hepatitis,Habiba Mokhtar,0109459260,2024-12-06 23:37:06,1
4644,30408264158747,Nour,Abdelsalam,2004-08-26,Female,0119876959,"99454 Airport St., Hurghada, Damietta",B-,,Diabetes mellitus,Anas Abdelsalam,0105915844,2025-03-22 05:47:34,1
4645,26706091585563,Sarah,Abdullah,1967-06-09,Female,0115191596,"97575 Misr Rd., Shubra El Kheima, Qalyubia",B-,Dust allergy,Asthma,Youssef Abdelfattah,0153102835,2025-09-14 17:52:33,1
4646,26310303538611,Hamza,El-Ghazaly,1963-10-30,Male,0123513727,"037 Ramses Lane, Qantara Gharb, Faiyum",B-,Seafood allergy,,Reem El-Sakka,0101156508,2024-09-28 14:07:19,1
4647,25709106582134,Tarek,El-Khouly,1957-09-10,Male,0106702528,"257 El Shohada Rd., 10th of Ramadan, New Valley",A-,Peanut allergy,Epilepsy,Maryam El-Qahery,0114772561,2024-07-04 22:45:55,0
4648,27701133225865,Alaa,El-Sakka,1977-01-13,Female,0155336796,"7688 Misr Sq., Qantara Sharq, Ismailia",O-,,Diabetes mellitus,Seif Osman,0104108864,2024-10-07 04:38:10,1
4649,27912285907501,Noha,Abdelaziz,1979-12-28,Female,0156305331,"1155 El Geish Sq., Hehia, North Sinai",O-,,Viral hepatitis,Adham Abdelhamid,0102365846,2025-06-24 04:25:17,1
4650,27707228381985,Noha,Shalaby,1977-07-22,Female,0122440749,"388 El Haram Ave., Qantara Gharb, Ismailia",AB-,Aspirin allergy,Arthritis,Sameh Afifi,0129825162,2024-10-08 15:13:00,1
4651,30707082291541,Yasmine,Zaker,2007-07-08,Female,0151262060,"4720 El Galaa Lane, Al Sharq District, North Sinai",O-,Antibiotic allergy,Diabetes mellitus,Hassan Bakr,0127566933,2024-01-28 23:59:21,1
4652,26309047941322,Hanan,El-Alawy,1963-09-04,Female,0156987929,"43645 El Horreya St., El Marg, Minya",O-,,Thyroid disorders,Zeinab Ghoneim,0106994483,2025-04-01 09:26:47,0
4653,30501190367384,Alaa,El-Hashemy,2005-01-19,Female,0125938672,"79402 26th of July Ave., Shubra El Kheima, Qalyubia",O-,Penicillin allergy,,Ayman Farag,0102509900,2025-03-20 03:05:26,0
4654,26303117173117,Marwan,El-Qurashi,1963-03-11,Male,0119490105,"071 El Wahda Rd., Safaga, Aswan",A-,Pollen allergy,,Salem Abdelfattah,0153701131,2025-10-20 15:33:12,1
4655,25703030729318,Nour El-Din,Ramadan,1957-03-03,Male,0150891065,"2048 El Mahatta Ave., Taba, South Sinai",AB+,Dust allergy,,Hanan Salem,0125838965,2025-02-10 17:56:52,1
4656,24602016890184,Nora,Afifi,1946-02-01,Female,0126041169,"20635 El Nasr Lane, Sadat City, Monufia",A-,,Chronic kidney disease,Gehad El-Masry,0110458425,2024-12-02 14:36:59,1
4657,26011170624132,Samy,Gad,1960-11-17,Male,0115903062,"9667 26th of July St., Menouf, Minya",A-,Latex allergy,,Zaid Kamel,0109912565,2025-05-25 21:54:23,0
4658,27201177476727,Rodina,Salama,1972-01-17,Female,0158482498,"563 26th of July Sq., Marsa Matrouh, Sohag",O-,,Diabetes mellitus,Talia Sarhan,0124002848,2025-11-20 01:48:27,0
4659,28110052450260,Sarah,Wahba,1981-10-05,Female,0158931065,"8605 El Gomhouria Ave., Safaga, Red Sea",B-,Pollen allergy,,Anas Salem,0115994224,2025-01-03 05:45:54,0
4660,28903276556471,Mohanad,Hussein,1989-03-27,Male,0150507218,"378 El Nile Lane, Sidi Gaber, Qena",B+,Antibiotic allergy,,Karim Abdelsalam,0127394581,2025-06-30 03:19:24,1
4661,26706164672692,Islam,Sarhan,1967-06-16,Male,0159627570,"811 El Wahda Lane, Ashmoun, Monufia",AB+,,,Soha Shawky,0118681255,2025-11-06 18:35:43,0
4662,26101247521748,Naglaa,Salama,1961-01-24,Female,0117898894,"228 El Galaa Lane, Fayed, Ismailia",AB-,,Thyroid disorders,Noha El-Qahery,0107503930,2024-04-10 20:23:50,1
4663,28305083256979,Seif,Salem,1983-05-08,Male,0117436354,"757 El Horreya Lane, Minya El Qamh, Sharqia",B-,Pollen allergy,Epilepsy,Saeed Hassanin,0156203659,2024-07-01 10:14:54,1
4664,27205150181348,Rodina,Abdelsalam,1972-05-15,Female,0126214106,"29211 Airport Sq., New October, Matrouh",O-,,Chronic kidney disease,Hamza Osman,0159059688,2025-11-21 09:23:43,0
4665,29508066170278,Abdelrahman,Abdelsalam,1995-08-06,Male,0150430699,"97434 El Mahatta Rd., Kom Hamada, New Valley",A+,Dust allergy,Arthritis,Jana Mokhtar,0111726468,2025-10-13 02:16:49,0
4666,25612296935617,Ziad,El-Sakka,1956-12-29,Male,0150396227,"0529 El Gomhouria Sq., Miami, Sohag",B-,Antibiotic allergy,Asthma,Adel Shawky,0123438200,2025-05-03 11:32:15,0
4667,26207212823084,Soha,Metwally,1962-07-21,Female,0104255617,"525 El Orouba Sq., Belqas, Dakahlia",O-,Antibiotic allergy,Thyroid disorders,Ali Shawky,0159709090,2025-11-05 04:59:51,0
4668,30602024632279,Ramy,Shehata,2006-02-02,Male,0104949896,"5900 El Shohada Rd., Menouf, Minya",B+,Dust allergy,Asthma,Ramy Saber,0114087131,2025-03-14 00:17:59,1
4669,28806226262926,Saga,El-Ghazaly,1988-06-22,Female,0115768668,"39170 El Mostaqbal Sq., Qalyub, Sohag",A+,Peanut allergy,Chronic kidney disease,Aline Sarhan,0127577188,2024-10-20 09:09:54,1
4670,27809036220353,Hussein,El-Iskandarany,1978-09-03,Male,0108033773,"41193 Ramses Lane, Taba, South Sinai",AB-,Seafood allergy,Epilepsy,Bilal El-Masry,0123339479,2024-04-10 07:47:58,0
4671,28302043333376,Hamza,Mokhtar,1983-02-04,Male,0121512918,"70605 26th of July St., Dokki, Aswan",B-,,Arthritis,Rahma Mohsen,0126791295,2024-04-25 05:54:21,1
4672,26005237017022,Mona,Abdelsalam,1960-05-23,Female,0128949224,"509 El Galaa Lane, Toukh, Qalyubia",A-,Aspirin allergy,Asthma,Nour El-Din El-Iskandarany,0114427735,2025-02-20 01:04:01,0
4673,24910314532253,Laith,Ramadan,1949-10-31,Male,0108263089,"99597 El Nasr Rd., Ashmoun, Monufia",B+,Pollen allergy,,Haitham El-Qurashi,0111320732,2024-09-28 00:21:56,1
4674,27610250111965,Ghada,Mansour,1976-10-25,Female,0154208654,"72573 Misr Ave., Suez District, Qena",A+,Seafood allergy,Chronic kidney disease,Hanan El-Omda,0106371880,2024-02-29 18:37:16,1
4675,28305220214318,Fares,Mohsen,1983-05-22,Male,0124202756,"1376 El Orouba Lane, Taba, Aswan",O+,Penicillin allergy,,Nora Mansour,0124596761,2025-11-17 23:09:38,1
4676,25307110271501,Hana,Osman,1953-07-11,Female,0100455949,"708 El Mostaqbal Sq., Madinaty, Matrouh",B+,,Hypertension,Maryam Kamel,0106111536,2025-03-18 15:06:59,0
4677,26801295611490,Yasser,El-Sakka,1968-01-29,Male,0150751470,"959 El Tahrir Sq., Miami, Alexandria",O-,Dust allergy,,Mona El-Masry,0120875418,2025-08-07 15:19:07,0
4678,26410274280875,Salem,Abdelfattah,1964-10-27,Male,0109257195,"875 El Horreya Rd., Shubra El Kheima, Damietta",O+,Peanut allergy,Diabetes mellitus,Alaa Saber,0158557748,2025-01-27 13:09:23,0
4679,26509187969959,Malek,Mokhtar,1965-09-18,Male,0117635811,"84323 El Nasr Sq., Safaga, Red Sea",B-,Aspirin allergy,Heart disease,Aline Ghamrawy,0124898634,2024-04-09 20:10:55,0
4680,25708220131473,Seif,Bakr,1957-08-22,Male,0157419528,"55279 El Wahda St., Qalyub, North Sinai",B+,,,Abdullah Zayed,0157587600,2025-07-12 17:36:12,0
4681,25112147660007,Dina,El-Saeedi,1951-12-14,Female,0103066281,"4510 El Nile Ave., Hehia, New Valley",B+,Pollen allergy,Diabetes mellitus,Farida Abdelsalam,0121599356,2025-07-16 18:19:40,1
4682,28808217907087,Dina,Bakr,1988-08-21,Female,0105515273,"99049 El Shohada Ave., Qalyub, Asyut",O+,Antibiotic allergy,Viral hepatitis,Abeer Salama,0125658217,2024-12-19 05:36:45,0
4683,25204077381863,Fatma,Metwally,1952-04-07,Female,0152497426,"2811 El Nasr Lane, Mounib, Asyut",AB+,,Hypertension,Shenouda Wahba,0156402747,2024-10-02 07:39:30,0
4684,27111031519756,Abdullah,Morsi,1971-11-03,Male,0117581464,"05313 El Mahatta Rd., Nasr City, Qena",O-,Seafood allergy,,Sameh El-Aswany,0102604509,2025-06-06 05:25:00,0
4685,27512146501892,Salem,El-Khouly,1975-12-14,Male,0107316970,"75647 El Mostaqbal Ave., New Cairo, Damietta",B+,Aspirin allergy,Arthritis,Ibrahim El-Hashemy,0150316417,2025-06-29 20:27:59,0
4686,27706300625391,Adam,Zaker,1977-06-30,Male,0151363978,"4786 El Gomhouria St., Qantara Gharb, Ismailia",AB-,Dust allergy,Arthritis,Alaa Osman,0119543859,2024-12-10 11:40:48,1
4687,29704193867989,Janna,Morsi,1997-04-19,Female,0102893265,"68785 El Mahatta Lane, Belqas, Dakahlia",O-,,,Nour El-Din El-Saeedi,0107330115,2024-05-28 04:25:20,0
4688,29011182374003,Rasha,Sarhan,1990-11-18,Female,0120273599,"6825 El Gomhouria Sq., Moharam Bek, Damietta",AB-,Peanut allergy,Diabetes mellitus,Islam Abdelsalam,0116932846,2025-11-12 11:21:40,1
4689,26411256148146,Hala,Ali,1964-11-25,Female,0111257276,"39298 El Tahrir Rd., Manshat El Qanater, Damietta",A+,Latex allergy,Asthma,Ziad El-Aswany,0109526298,2024-05-23 01:28:24,0
4690,25409262829919,Medhat,Helmy,1954-09-26,Male,0152946579,"607 El Mostaqbal Lane, Montaza, Damietta",B-,Penicillin allergy,Thyroid disorders,Abeer El-Sherif,0121273977,2024-01-30 13:35:21,1
4691,27402093762870,Adel,El-Omda,1974-02-09,Male,0115907574,"0531 El Haram Ave., Miami, North Sinai",O+,Pollen allergy,,Samy El-Shennawy,0110366994,2025-08-21 22:55:17,1
4692,26311081902536,Laith,Shehata,1963-11-08,Male,0114587671,"76645 El Nile St., Talkha, Qena",A-,Aspirin allergy,,Sarah Hegazy,0124013984,2024-04-15 03:25:04,1
4693,26405106079044,Raghad,El-Araby,1964-05-10,Female,0122318093,"0514 El Geish Rd., Minya El Qamh, Sharqia",B-,Aspirin allergy,,Eyad Ali,0128910810,2025-01-18 09:46:28,0
4694,26209287073547,Radwa,Amin,1962-09-28,Female,0113559855,"09512 Ramses Ave., Marsa Alam, Red Sea",O-,Latex allergy,Heart disease,Sherif Amin,0122173989,2025-08-25 02:35:04,0
4695,30502166995791,Haitham,El-Omda,2005-02-16,Male,0119935660,"44081 El Orouba Lane, Hehia, North Sinai",O+,Peanut allergy,,Janna El-Ghazaly,0159413397,2025-03-30 16:38:05,0
4696,30508152320416,Mahmoud,El-Shennawy,2005-08-15,Male,0156665940,"61165 El Zohour Sq., Moharam Bek, Matrouh",B+,Aspirin allergy,Asthma,Nora Ghoneim,0159364626,2024-01-07 00:40:22,1
4697,27805211024660,Salma,El-Qahery,1978-05-21,Female,0128087043,"392 El Gomhouria Lane, Talkha, Dakahlia",AB+,Pollen allergy,Chronic kidney disease,Bilal Osman,0100739611,2024-04-24 16:11:54,1
