doctor_id,national_id,first_name,last_name,specialization,license_number,phone,years_of_experience,consultation_fee,is_active,registration_date
443,28208188451823,Hagar,Sarhan,Clinical Nutrition,MOH-CLI-972090,0104893602,5,133.85,0,2024-08-09 06:24:32
444,25604080267230,Sherif,Abdelfattah,Internal Medicine,MOH-INT-530981,0129752801,30,224.53,0,2023-03-24 14:08:46
445,29102038190579,Mohamed,Metwally,Obesity Management,MOH-OBE-431544,0117534674,2,278.01,0,2021-02-08 01:41:24
446,29511228554626,Fatma,El-Sherif,ENT (Otolaryngology),MOH-ENT-879309,0117223854,0,425.32,0,2023-11-15 05:14:47
447,29709208271944,Laila,El-Shennawy,Obesity Management,MOH-OBE-917289,0122850731,1,375.97,0,2023-12-04 14:48:37
448,28604092922565,Yasmine,Helmy,Pulmonology,MOH-PUL-431977,0157897705,8,143.84,1,2021-06-07 07:14:15
449,29703101546614,Amr,El-Omda,Family Medicine,MOH-FAM-639384,0151564138,4,129.6,1,2025-01-12 19:18:17
450,28902035369282,Mona,Abdelaziz,Ophthalmology,MOH-OPH-156594,0151470047,12,465.8,1,2025-05-24 14:41:09
451,28101136422394,Mahmoud,El-Omda,Urology,MOH-URO-434042,0127192380,8,139.28,0,2025-05-05 18:31:38
452,27909034857124,Fatma,Abdelfattah,ENT (Otolaryngology),MOH-ENT-282436,0102827441,19,355.84,0,2024-12-24 19:32:25
453,28412118222257,Medhat,Osman,Pulmonology,MOH-PUL-222145,0126379622,6,249.14,0,2024-02-03 04:26:29
454,28509203186217,Mohamed,El-Iskandarany,Obstetrics and Gynecology,MOH-OBS-472067,0114924250,4,487.21,0,2023-10-28 05:28:11
455,26607226502702,Heba,El-Qurashi,ENT (Otolaryngology),MOH-ENT-946452,0151594477,11,716.19,1,2024-05-21 07:18:45
456,27208171300688,Iman,Zayed,Emergency Medicine,MOH-EME-602954,0103705907,16,200.77,1,2020-12-22 09:54:54
457,27102254357612,Sameh,Saber,Clinical Nutrition,MOH-CLI-658754,0110909519,13,626.05,1,2025-07-05 15:17:30
458,26901275571941,Rasha,Hegazy,Dermatology,MOH-DER-814169,0151994838,10,181.74,0,2022-02-12 11:56:22
459,26911298731545,Rahma,Abo El-Naga,Obstetrics and Gynecology,MOH-OBS-706332,0153281420,20,567.39,0,2024-03-01 11:15:24
460,29809225937021,Iman,El-Alawy,Obesity Management,MOH-OBE-381510,0106799642,3,163.22,1,2023-03-22 07:26:09
461,28304083035441,Habiba,Hegazy,Pulmonology,MOH-PUL-795843,0150421021,15,713.93,1,2021-02-27 23:05:53
462,27506067605573,Abdelaziz,Mohsen,Ophthalmology,MOH-OPH-481199,0153436635,16,388.42,1,2024-04-06 23:19:14
463,26708312024252,Youssef,El-Qurashi,Cardiology,MOH-CAR-725604,0117626627,15,439.75,1,2021-12-16 07:49:18
464,26511206724173,Mahmoud,Abdullah,Psychiatry,MOH-PSY-144283,0115262899,25,691.55,0,2024-08-24 17:51:21
465,27503314061677,Tarek,Salama,Clinical Nutrition,MOH-CLI-907122,0108960965,26,589.29,1,2025-11-09 02:34:33
466,28807125282645,Hanan,El-Sherif,ENT (Otolaryngology),MOH-ENT-102616,0109661213,0,299.64,1,2021-02-26 05:53:39
467,29805242855703,Mona,El-Araby,Pulmonology,MOH-PUL-889407,0105079342,3,638.18,1,2024-04-03 12:58:49
468,26907043673767,Salma,El-Sherif,General Surgery,MOH-GEN-553525,0154162376,2,394.41,0,2024-02-14 05:27:59
469,27701071600777,Karim,El-Alawy,Urology,MOH-URO-211570,0106388997,16,294.38,1,2022-05-05 22:58:19
470,27702093722510,Samy,Mohsen,Obesity Management,MOH-OBE-624996,0124835260,8,124.59,0,2021-10-23 03:48:01
471,29512184083329,Reem,Ghoneim,Dermatology,MOH-DER-913468,0152042116,4,243.16,0,2025-07-25 01:23:38
472,27604171178226,Mona,El-Shennawy,Immunology,MOH-IMM-695556,0105439044,15,482.22,0,2021-02-03 19:12:41
473,30001044599641,Abeer,Mokhtar,Oncology,MOH-ONC-649198,0126046276,1,278.59,0,2021-09-01 23:18:59
474,26504180826812,Haitham,Metwally,Dentistry,MOH-DEN-102441,0121140774,1,774.56,0,2024-02-18 01:07:56
475,29109306149946,Iman,El-Qurashi,Internal Medicine,MOH-INT-771582,0124106182,7,109.86,0,2025-06-30 12:24:08
476,29405163411091,Marwan,Morsi,Immunology,MOH-IMM-167148,0153523392,0,375.78,1,2022-01-05 02:47:30
477,30005295435046,Malak,Nassar,Ophthalmology,MOH-OPH-657201,0108104805,1,629.52,0,2022-09-21 03:40:09
478,29509193214963,Iman,Farag,Orthopedics,MOH-ORT-128952,0125482936,1,538.52,1,2022-09-12 03:24:22
479,27805230633277,Saeed,Nassar,Obesity Management,MOH-OBE-111374,0119669275,7,631.42,0,2025-05-19 16:32:41
480,27510245592076,Ashraf,Zayed,Psychiatry,MOH-PSY-167616,0112290067,5,497.93,0,2020-12-11 11:21:03
481,27203035441281,Maryam,Fahmy,Emergency Medicine,MOH-EME-813573,0107230085,4,395.76,0,2023-01-31 08:52:11
482,27802202512403,Lobna,Metwally,Emergency Medicine,MOH-EME-848491,0118300982,16,750.82,1,2020-12-03 08:14:48
483,26212177765156,Omar,Abdelhamid,Obesity Management,MOH-OBE-696238,0124670019,36,615.64,0,2021-02-25 15:30:39
484,28301010603931,Amr,Salama,General Surgery,MOH-GEN-105199,0127477676,8,286.52,1,2022-12-01 12:45:46
485,29606077327842,Hanan,Saber,Urology,MOH-URO-664463,0124538020,3,336.62,1,2025-10-01 22:31:52
486,28301132399555,Ashraf,Hegazy,Cardiology,MOH-CAR-357758,0124459536,7,295.08,0,2021-03-20 08:21:57
487,27909251580688,Malak,El-Omda,Obstetrics and Gynecology,MOH-OBS-176951,0110917282,6,545.94,1,2023-04-30 01:12:37
488,27308222323855,Amr,Shehata,Family Medicine,MOH-FAM-268980,0153943037,1,221.97,1,2025-01-14 23:44:22
489,29109091947796,Ashraf,Mokhtar,Pulmonology,MOH-PUL-460445,0158234504,6,733.72,1,2021-05-08 07:09:09
490,27108177033357,Ehab,El-Masry,Cardiology,MOH-CAR-117543,0124970151,22,704.98,0,2022-12-01 19:18:47
491,25604176656054,Medhat,Abdullah,Family Medicine,MOH-FAM-263473,0104240653,40,483.45,0,2024-09-23 22:20:04
492,28006124278301,Hoda,Shalaby,ENT (Otolaryngology),MOH-ENT-466638,0107785439,7,339.32,1,2025-06-20 07:02:51
493,29106221356889,Habiba,Hegazy,Urology,MOH-URO-520719,0121445468,8,620.97,1,2025-01-09 23:47:29
494,27710133716329,Safaa,Fahmy,Urology,MOH-URO-605225,0121789875,5,619.55,0,2022-02-02 21:26:37
495,29007313604244,Iman,Kamel,Psychiatry,MOH-PSY-650768,0101042893,7,734.09,0,2025-06-11 08:36:10
496,27108068304733,Gamal,Sobhy,Dermatology,MOH-DER-511489,0112381722,17,245.82,1,2022-07-18 01:23:03
497,27911228468286,Iman,El-Qurashi,Dentistry,MOH-DEN-376116,0115960507,0,227.1,0,2024-11-05 13:13:51
498,28912182490079,Abdullah,Farag,Endocrinology,MOH-END-860554,0118898900,0,357.36,1,2025-02-17 06:55:01
499,28009215590964,Ghada,El-Sherbiny,Ophthalmology,MOH-OPH-256644,0124159561,15,579.32,0,2021-10-23 18:55:06
500,27805301530721,Mona,El-Omda,ENT (Otolaryngology),MOH-ENT-905731,0107293576,1,666.81,1,2021-03-22 01:58:41
501,26508157371108,Malak,El-Masry,Orthopedics,MOH-ORT-516450,0104185810,14,536.2,1,2021-12-16 06:29:16
502,29803305651793,Mohamed,Farag,Psychiatry,MOH-PSY-406331,0156178767,3,192.59,0,2021-05-21 09:34:55
503,27604204527360,Aya,El-Sherbiny,Obstetrics and Gynecology,MOH-OBS-312586,0156051783,18,343.79,0,2022-07-19 17:05:01
504,25610285128080,Lobna,Amin,ENT (Otolaryngology),MOH-ENT-864155,0120685607,27,630.46,1,2025-08-11 19:04:36
505,26707055213618,Ashraf,Mohsen,Internal Medicine,MOH-INT-180012,0125554483,22,548.6,1,2023-10-10 14:08:30
506,25903081227652,Youssef,Osman,Pulmonology,MOH-PUL-915884,0155983154,30,421.57,1,2022-02-25 00:53:37
507,29910314750576,Hamza,Kamel,Emergency Medicine,MOH-EME-806676,0154286464,1,478.43,1,2022-12-04 01:02:37
508,27106011913523,Samar,Sobhy,Oncology,MOH-ONC-379411,0111908781,6,432.18,1,2021-08-11 07:32:46
509,27901057868041,Habiba,El-Araby,Endocrinology,MOH-END-706259,0155553045,21,495.52,1,2024-01-26 18:19:16
510,29110280958058,Adel,Ghoneim,Obesity Management,MOH-OBE-652015,0159799183,1,225.37,0,2025-10-28 23:56:57
511,26411227841015,Abdelrahman,Zayed,Ophthalmology,MOH-OPH-789176,0100065985,14,425.36,0,2024-05-03 17:14:05
512,26109296729341,Hoda,Metwally,Cardiology,MOH-CAR-313593,0103690504,4,336.97,1,2021-02-12 03:43:01
513,29410011426670,Ibrahim,Ramadan,Endocrinology,MOH-END-181145,0119131228,2,551.59,1,2023-02-16 22:09:05
514,29708027014657,Tarek,Abdelhamid,ENT (Otolaryngology),MOH-ENT-273918,0104279319,3,700.5,1,2025-05-23 21:35:49
515,26704240467057,Mahmoud,Saber,Emergency Medicine,MOH-EME-544282,0158523641,33,328.33,0,2024-01-16 21:46:16
516,29107207841421,Rehab,Hussein,Pediatrics,MOH-PED-653539,0156630868,6,666.58,0,2024-10-12 21:53:44
517,27910080560066,Lobna,Nassar,Ophthalmology,MOH-OPH-775319,0153398434,4,729.12,1,2023-07-26 23:47:04
518,29802088138885,Hoda,El-Qahery,Cardiology,MOH-CAR-130588,0113277709,1,583.13,1,2024-07-14 20:30:17
519,26901180200761,Naglaa,Zayed,Immunology,MOH-IMM-791351,0108238311,7,755.61,0,2020-12-11 12:59:44
520,27401184685433,Sherif,El-Khouly,Internal Medicine,MOH-INT-795436,0105741730,23,392.69,1,2021-08-02 18:09:04
521,28210044075839,Gamal,Gad,Dentistry,MOH-DEN-252976,0127216617,3,491.39,1,2024-05-23 19:11:52
522,25602282894667,Safaa,El-Qahery,General Surgery,MOH-GEN-609686,0102153227,39,104.4,0,2021-11-16 09:30:05
523,29902044026170,Ehab,Wahba,Psychiatry,MOH-PSY-259744,0104219240,0,336.51,1,2024-06-04 16:48:27
524,26208285068334,Mahmoud,El-Saeedi,Dentistry,MOH-DEN-245295,0119524146,22,237.54,1,2025-08-23 19:36:20
525,29706132195750,Ashraf,Sarhan,Emergency Medicine,MOH-EME-378893,0128043100,2,611.12,1,2022-12-27 07:56:00
526,29206106426984,Yara,El-Qahery,Neurology,MOH-NEU-422540,0118850697,7,265.75,0,2024-01-19 20:06:03
527,28503032719450,Bilal,Osman,Oncology,MOH-ONC-126977,0129752800,12,234.18,0,2022-04-28 00:05:54
528,26804063667828,Hanan,Zayed,Obesity Management,MOH-OBE-747401,0104370474,26,750.98,1,2022-04-05 03:16:18
529,28409164273223,Abeer,El-Omda,Orthopedics,MOH-ORT-225306,0120737738,9,563.86,0,2025-05-24 13:43:24
530,29511181405828,Laila,Amin,Endocrinology,MOH-END-971349,0113016565,0,247.01,0,2025-05-19 04:46:12
531,25807167355915,Mahmoud,Afifi,Orthopedics,MOH-ORT-698065,0103472357,3,636.93,0,2025-01-08 19:35:29
532,27505296821385,Heba,Sobhy,Endocrinology,MOH-END-782073,0115705885,20,484.85,1,2025-09-05 07:33:13
533,25606266552191,Sherif,El-Sherif,Obesity Management,MOH-OBE-644524,0129978804,7,433.31,0,2025-09-08 12:53:19
534,29206132265151,Hamza,Ramadan,Dentistry,MOH-DEN-381648,0159534091,4,701.08,0,2023-09-22 22:28:58
535,27611041334094,Mostafa,Metwally,Clinical Nutrition,MOH-CLI-773118,0113217165,0,743.09,0,2025-05-14 20:09:36
536,26903261827160,Nour,El-Araby,Internal Medicine,MOH-INT-179345,0107733155,6,795.44,1,2024-08-19 12:54:59
537,29806165480856,Adel,El-Masry,Immunology,MOH-IMM-936047,0157920511,0,627.15,0,2025-07-16 17:49:22
538,29302116515708,Hagar,Bakr,ENT (Otolaryngology),MOH-ENT-476179,0113195191,1,151.3,1,2023-08-23 01:14:43
539,28303056229167,Aya,Abdelhamid,Pediatrics,MOH-PED-374509,0156113316,8,253.58,1,2025-07-12 03:55:16
540,27102115503270,Abdelrahman,El-Sherbiny,Endocrinology,MOH-END-439406,0125417329,30,532.57,0,2021-05-25 13:04:28
541,26411154962439,Mohamed,El-Qahery,Obstetrics and Gynecology,MOH-OBS-342003,0113682311,1,525.14,1,2025-02-13 06:46:32
542,29307226673459,Khaled,Zayed,Internal Medicine,MOH-INT-296444,0129815524,8,375.42,1,2023-07-04 18:19:04
543,25606163490481,Naglaa,Saber,Psychiatry,MOH-PSY-923778,0153157302,26,126.18,1,2023-05-01 13:48:40
544,27108068783032,Gamal,Abdullah,Pulmonology,MOH-PUL-646254,0155163125,0,356.14,1,2025-10-05 10:14:04
545,29405131826873,Ehab,Osman,General Surgery,MOH-GEN-865306,0110924909,6,154.03,1,2021-09-25 04:17:33
546,29908022839393,Karim,Shehata,Obesity Management,MOH-OBE-846597,0124229206,0,767.01,1,2022-02-01 00:53:39
547,27806146412272,Sameh,El-Aswany,Family Medicine,MOH-FAM-505929,0117540286,17,595.9,1,2021-06-01 10:13:05
548,26411043241541,Farida,El-Qahery,Endocrinology,MOH-END-919001,0129157206,33,407.78,1,2025-09-30 23:31:35
549,29701113877906,Farida,Kamel,Oncology,MOH-ONC-436584,0110395228,2,308.84,1,2024-03-05 03:08:38
550,25707223911187,Iman,El-Iskandarany,Urology,MOH-URO-274991,0113470762,34,140.4,1,2021-02-17 10:28:33
551,28108232836475,Marwan,Sarhan,Family Medicine,MOH-FAM-115369,0101258794,0,114.88,1,2024-04-15 14:46:01
552,28505280648981,Shaimaa,Fahmy,Pediatrics,MOH-PED-681391,0151208864,2,679.99,1,2025-04-06 23:11:30
553,29703311909533,Tarek,Bakr,Obstetrics and Gynecology,MOH-OBS-790663,0110602170,3,222.02,1,2025-11-25 16:50:25
554,27912104723512,Gamal,El-Saeedi,Endocrinology,MOH-END-625385,0121462753,10,714.4,0,2024-05-03 00:00:56
555,25807050754652,Sameh,El-Khouly,Internal Medicine,MOH-INT-593648,0113025635,39,749.64,1,2021-08-16 04:07:37
556,29407251830720,Rahma,Abdullah,Psychiatry,MOH-PSY-234963,0112057113,5,290.08,1,2023-10-13 05:44:41
557,26012286933885,Maryam,Kamel,Psychiatry,MOH-PSY-221547,0111699422,19,737.46,0,2025-10-04 12:29:59
558,28002140118218,Hassan,Wahba,Orthopedics,MOH-ORT-431526,0115883925,5,591.45,0,2024-11-24 12:59:46
559,26705096618790,Amr,Abdelhamid,Dermatology,MOH-DER-542347,0153231833,7,713.95,1,2025-01-29 06:32:32
560,29807011566921,Hala,Hussein,Internal Medicine,MOH-INT-815098,0151089337,1,389.62,0,2022-05-01 22:54:38
561,26407154915521,Fatma,El-Omda,General Surgery,MOH-GEN-922218,0126379907,0,288.81,1,2023-01-30 13:16:07
562,27003074459389,Hoda,Osman,Emergency Medicine,MOH-EME-698153,0154441855,18,394.23,1,2021-08-15 10:33:54
563,27805140165037,Abdullah,Abdelhamid,Obstetrics and Gynecology,MOH-OBS-167029,0159893967,19,387.7,1,2024-06-20 08:26:00
564,27602187466481,Maryam,Wahba,Oncology,MOH-ONC-324338,0108637649,17,603.41,1,2023-02-27 20:12:21
565,29603236390005,Rehab,Saad,Neurology,MOH-NEU-637369,0154592358,5,658.13,0,2022-04-16 03:52:59
566,27704272375368,Habiba,El-Khouly,Urology,MOH-URO-919352,0107386265,3,526.42,0,2025-09-03 07:15:30
567,26904210265732,Wael,Kamel,Immunology,MOH-IMM-861458,0113416881,32,103.72,1,2021-08-03 04:40:49
568,26311024369658,Youssef,El-Sherbiny,Obstetrics and Gynecology,MOH-OBS-558462,0150144252,12,329.48,1,2025-10-12 06:59:25
569,29409043188733,Abdullah,El-Aswany,Dentistry,MOH-DEN-806524,0151003709,3,776.31,1,2023-08-18 14:07:44
570,28711306731052,Youssef,El-Qahery,Clinical Nutrition,MOH-CLI-373894,0113609991,8,445.43,1,2025-09-01 11:59:27
571,29804162196237,Mostafa,Mohsen,Endocrinology,MOH-END-827410,0110778578,2,498.65,1,2024-06-08 01:27:40
572,29809025514059,Bilal,Afifi,Neurology,MOH-NEU-343040,0100095796,3,777.35,1,2021-01-24 14:36:36
573,29309078808133,Hamza,Ramadan,Ophthalmology,MOH-OPH-604449,0126564641,3,654.68,0,2022-12-01 07:30:18
574,27802086170111,Islam,Amin,Clinical Nutrition,MOH-CLI-296541,0101555959,21,386.92,1,2020-12-30 08:08:07
575,29503173971724,Laila,Abo El-Naga,Immunology,MOH-IMM-798797,0152531144,0,686.29,0,2024-02-15 01:06:23
576,27607046256236,Ibrahim,El-Sherif,Pediatrics,MOH-PED-734579,0124644369,13,287.8,1,2025-02-27 03:55:30
577,27203134761280,Reem,Hegazy,Cardiology,MOH-CAR-643897,0157738055,8,114.83,0,2023-12-24 08:59:46
578,29212093915612,Mahmoud,El-Masry,Neurology,MOH-NEU-174800,0156594223,3,317.39,1,2023-06-01 20:14:26
579,27711175076180,Safaa,El-Qurashi,General Surgery,MOH-GEN-681590,0109813591,1,757.47,0,2025-06-06 10:12:07
580,28103022885021,Sarah,Hussein,Endocrinology,MOH-END-591980,0155381178,11,551.45,0,2024-06-15 14:15:17
581,26108187074558,Mohamed,Sobhy,Psychiatry,MOH-PSY-758280,0104701148,39,595.39,1,2024-10-02 12:56:06
582,26809298548813,Mostafa,El-Saeedi,Dermatology,MOH-DER-730916,0158911035,24,481.36,0,2021-02-17 08:08:58
583,28004117842163,Rehab,El-Shennawy,Endocrinology,MOH-END-630232,0113690866,4,448.61,0,2021-08-12 12:33:35
584,28509038689137,Wael,Abdullah,Neurology,MOH-NEU-798873,0105731838,9,132.47,0,2021-02-09 02:17:11
585,29808262201100,Farida,El-Sherbiny,Endocrinology,MOH-END-723285,0152699517,0,361.52,1,2025-01-25 04:58:25
586,28012227276582,Sarah,El-Shennawy,Obesity Management,MOH-OBE-495574,0101664722,1,273.1,0,2021-01-03 05:16:03
587,26605067078365,Yasmine,El-Sherif,Internal Medicine,MOH-INT-651194,0102259436,13,702.28,1,2023-08-27 08:15:44
588,26605062943558,Ali,Shalaby,Pediatrics,MOH-PED-535362,0118925729,32,488.43,1,2022-04-08 23:29:47
589,30007243959877,Ahmed,Bakr,Ophthalmology,MOH-OPH-678395,0123640963,0,575.59,0,2023-11-27 09:09:27
590,29708224988523,Abeer,Saad,Endocrinology,MOH-END-312006,0109630857,2,678.66,0,2021-01-31 23:02:13
591,26506286155824,Hanan,Helmy,Clinical Nutrition,MOH-CLI-506924,0104059807,20,690.11,0,2025-02-06 20:21:23
592,28706013686034,Hassan,Shalaby,Neurology,MOH-NEU-948528,0117090094,7,537.49,0,2022-09-15 01:58:52
593,29006210280581,Mona,Fahmy,Obesity Management,MOH-OBE-633626,0108238991,8,193.05,1,2021-04-12 01:56:18
594,27908250265069,Nour,Saber,Family Medicine,MOH-FAM-135306,0102972374,2,449.08,0,2024-09-18 22:16:23
595,28806111838022,Heba,El-Qahery,Ophthalmology,MOH-OPH-901648,0116578060,6,120.46,0,2024-07-06 10:16:12
596,25605267983813,Ibrahim,Fahmy,Urology,MOH-URO-369608,0100480769,9,447.93,0,2020-12-03 04:17:09
597,28612120194303,Yasmine,Nassar,Neurology,MOH-NEU-680654,0112547752,2,290.04,1,2024-05-12 07:42:52
598,29208245139050,Amr,Bakr,Obesity Management,MOH-OBE-696660,0156461514,1,466.74,0,2022-02-12 02:42:44
599,26612032865721,Heba,Gad,Urology,MOH-URO-767969,0153367688,19,381.59,0,2025-04-17 20:59:30
600,26110306341156,Youssef,Saad,Family Medicine,MOH-FAM-263811,0116761034,10,333.28,0,2020-12-01 22:08:21
601,26111057887514,Hussein,El-Omda,Clinical Nutrition,MOH-CLI-435865,0120455880,33,199.04,1,2025-10-18 11:24:58
602,28601013633472,Sameh,Salem,Obstetrics and Gynecology,MOH-OBS-350857,0128912611,5,121.72,0,2024-12-02 16:29:25
603,27702167261721,Abeer,Salama,Obesity Management,MOH-OBE-801319,0106491966,22,228.33,0,2022-06-04 23:09:24
604,28703216311559,Tarek,Wahba,Pediatrics,MOH-PED-546670,0100033676,12,253.07,1,2025-11-10 05:36:06
605,29707310105466,Rehab,Zayed,Urology,MOH-URO-799289,0109684644,3,677.87,0,2025-02-16 13:49:03
606,29302072176340,Rasha,El-Shennawy,Pediatrics,MOH-PED-824662,0119577304,0,345.2,1,2023-07-11 01:19:27
607,29710286614372,Hussein,El-Alawy,Orthopedics,MOH-ORT-538279,0151302293,3,351.97,1,2022-07-06 11:25:01
608,25705036573700,Reem,El-Sherbiny,Dermatology,MOH-DER-123341,0109491535,10,572.44,1,2022-08-11 13:53:55
609,26801310322878,Hamza,Shalaby,Pulmonology,MOH-PUL-192883,0104180840,6,192.44,1,2022-11-25 08:12:05
610,26707313636471,Fares,Farag,Obstetrics and Gynecology,MOH-OBS-471416,0101421907,26,275.7,1,2025-07-01 04:32:31
611,28709221005923,Ghada,Kamel,Obesity Management,MOH-OBE-381517,0157819562,11,260.75,0,2024-02-05 08:50:53
612,29806018663989,Samar,El-Sherbiny,Ophthalmology,MOH-OPH-310554,0109907765,2,482.02,1,2024-07-29 10:24:48
613,25805123973635,Ehab,El-Sherbiny,Orthopedics,MOH-ORT-117356,0128525086,4,672.66,0,2021-11-06 00:08:33
614,27306102374592,Abdelrahman,El-Sherif,Dentistry,MOH-DEN-383605,0122360041,26,706.27,0,2021-07-07 18:56:34
615,28804067907047,Reem,Mohsen,Dentistry,MOH-DEN-203200,0117068116,6,421.09,0,2023-07-07 02:55:52
616,29701044719684,Heba,Shalaby,Urology,MOH-URO-563225,0121857901,2,487.73,1,2021-01-27 00:52:10
617,26705214598420,Safaa,Helmy,Cardiology,MOH-CAR-687150,0116408865,25,586.03,1,2023-11-07 22:58:09
618,26709173824217,Amr,Abdelaziz,Cardiology,MOH-CAR-199079,0122169300,23,692.34,1,2024-01-24 00:36:39
619,28808217073216,Mostafa,Hussein,Oncology,MOH-ONC-857722,0129221406,11,187.02,0,2023-07-04 22:05:14
620,28011296415281,Fatma,Abdelaziz,Obstetrics and Gynecology,MOH-OBS-527114,0118656237,14,761.54,0,2023-05-24 12:56:25
621,29806156396644,Fatma,Amin,Ophthalmology,MOH-OPH-303172,0151363060,3,588.1,1,2024-08-22 22:39:28
622,26511258237341,Aya,Bakr,Dentistry,MOH-DEN-541955,0127532414,15,595.63,1,2022-04-12 00:09:52
623,26808186907416,Fares,El-Shennawy,Emergency Medicine,MOH-EME-564541,0103833536,15,258.81,1,2021-04-28 22:38:32
624,27511012970640,Abeer,Ramadan,Psychiatry,MOH-PSY-729921,0121458851,2,193.18,0,2025-01-14 13:45:38
625,26704071222597,Ibrahim,Abdullah,Emergency Medicine,MOH-EME-482087,0108976998,15,447.12,0,2021-05-29 13:24:38
626,25704140812387,Sarah,El-Masry,Clinical Nutrition,MOH-CLI-330621,0121396701,36,358.39,0,2025-09-25 02:31:14
627,27702078029536,Saeed,El-Masry,Obstetrics and Gynecology,MOH-OBS-405106,0154526667,3,787.71,0,2024-09-13 02:20:02
628,26109256360908,Heba,El-Khouly,Obesity Management,MOH-OBE-303421,0116269215,1,715.34,0,2023-07-04 09:37:14
629,27611163555466,Noha,Hegazy,Emergency Medicine,MOH-EME-158220,0116659514,4,564.36,1,2023-12-06 16:20:19
630,29801167813864,Salma,Mansour,Cardiology,MOH-CAR-787635,0113887585,1,742.97,1,2025-02-20 10:24:29
631,28606197071983,Hoda,Fahmy,Pediatrics,MOH-PED-510486,0111836039,8,385.23,1,2025-11-06 19:03:36
632,26107010108722,Ghada,El-Iskandarany,Cardiology,MOH-CAR-683975,0124302030,29,346.42,1,2022-12-23 22:18:28
633,27403262156339,Ahmed,Ali,Endocrinology,MOH-END-650876,0110133287,4,461.07,1,2021-09-10 14:47:43
634,28407046760544,Reem,Salama,Pediatrics,MOH-PED-779866,0110894830,2,202.82,0,2025-06-14 21:06:38
635,29909147445766,Ghada,Nassar,Psychiatry,MOH-PSY-986566,0111307797,0,627.55,1,2022-08-24 10:38:39
636,29107066428840,Hagar,Kamel,Neurology,MOH-NEU-613012,0127671897,8,628.83,1,2022-06-12 17:43:01
637,28709217502276,Ehab,Helmy,General Surgery,MOH-GEN-804132,0110440694,8,205.94,0,2023-03-23 12:50:06
638,30010105891939,Yasser,Hussein,Ophthalmology,MOH-OPH-690499,0119428879,1,201.5,1,2024-05-19 03:51:23
639,28511041564595,Ahmed,Saad,Obesity Management,MOH-OBE-143861,0129157245,13,259.75,0,2023-06-26 12:13:02
640,25908260467683,Ghada,Abdelfattah,General Surgery,MOH-GEN-419972,0102443087,34,623.66,1,2024-12-21 12:08:17
641,26706200448864,Abeer,Abdelfattah,Ophthalmology,MOH-OPH-105067,0155408603,14,735.3,1,2023-07-05 09:04:08
642,25806225292670,Hussein,Metwally,Cardiology,MOH-CAR-232064,0114416879,20,617.2,0,2024-01-06 09:55:23
643,30010124761971,Ehab,El-Qahery,Orthopedics,MOH-ORT-773283,0156619044,1,391.57,0,2020-12-04 15:01:04
644,29008275597295,Islam,Helmy,Obesity Management,MOH-OBE-165246,0120682901,8,588.46,1,2023-10-01 05:58:27
645,26610164717658,Medhat,Metwally,Neurology,MOH-NEU-528487,0109705944,24,671.57,1,2024-08-27 04:03:55
646,29010185884435,Ashraf,Hegazy,Pediatrics,MOH-PED-236285,0159958447,8,320.78,0,2024-02-05 06:51:33
647,26912027119116,Ahmed,Saad,Internal Medicine,MOH-INT-579274,0158724541,23,678.83,1,2022-01-19 16:42:22
648,28210176322429,Fatma,Kamel,Pediatrics,MOH-PED-227892,0110578368,14,243.71,1,2021-01-22 00:31:24
649,29011051888085,Sarah,El-Sherbiny,Dentistry,MOH-DEN-678811,0116798237,11,217.18,0,2021-10-14 06:17:26
650,26610226548597,Ali,Ramadan,Family Medicine,MOH-FAM-846913,0100710330,12,793.75,1,2022-12-14 13:54:11
651,25811038150318,Abdelaziz,El-Shennawy,Dermatology,MOH-DER-372751,0110685721,18,463.05,0,2022-01-23 01:48:21
652,25605316278143,Samar,Afifi,Urology,MOH-URO-611445,0127985224,32,348.29,1,2022-06-02 04:47:19
653,29912096943385,Yasmine,El-Sherbiny,Dermatology,MOH-DER-830683,0159260182,0,470.55,0,2024-03-14 20:42:59
654,26702147658284,Malak,Farag,Emergency Medicine,MOH-EME-656592,0119317516,20,114.44,1,2024-04-25 22:03:50
655,28711016264323,Aya,Hegazy,Pediatrics,MOH-PED-904888,0155488842,12,426.74,0,2024-04-04 08:40:04
656,28106118156025,Laila,Kamel,Neurology,MOH-NEU-635411,0150996393,10,415.72,1,2022-10-11 06:47:23
657,28702216691614,Ahmed,Afifi,Neurology,MOH-NEU-141288,0155856410,14,409.37,0,2023-05-19 15:07:32
658,29212135159576,Samy,Abdelfattah,Oncology,MOH-ONC-837915,0152317049,3,781.86,1,2025-04-12 16:12:10
659,29208190302690,Khaled,El-Araby,Neurology,MOH-NEU-974099,0117801945,4,649.42,0,2021-11-03 04:57:15
660,26703041962610,Abdelaziz,Mahmoud,Cardiology,MOH-CAR-233550,0156826078,30,608.58,1,2021-10-02 08:37:07
661,29704047102812,Ramy,Morsi,Psychiatry,MOH-PSY-331184,0124307384,2,157.25,1,2023-12-16 23:32:12
662,27708182673506,Yasmine,Abdelaziz,General Surgery,MOH-GEN-965324,0154403299,4,373.09,0,2023-12-27 10:49:48
663,25605276576115,Hassan,El-Masry,Cardiology,MOH-CAR-590396,0113583422,43,690.93,1,2025-05-11 01:05:25
